"ID","时间","分类","类型","金额","币种","账户1","账户2","备注","已报销","手续费","优惠券","记账者","账单标记","账单图片"
"qj164646568940417110","2022-03-05 15:34","社交","支出","18.0","CNY",,,"","","","",,,
"qj164646567541117136","2022-03-05 15:34","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164638783082516388","2022-03-04 17:57","三餐","支出","10.7","CNY",,,"","","","",,,
"qj164636435084911737","2022-03-04 11:25","三餐","支出","17.0","CNY",,,"","","","",,,
"qj164627758148510062","2022-03-03 11:19","三餐","支出","16.0","CNY",,,"","","","",,,
"qj164627746420419337","2022-03-03 11:17","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164627745944212942","2022-03-03 11:17","三餐","支出","4.5","CNY",,,"","","","",,,
"qj164621316621415634","2022-03-02 17:26","三餐","支出","16.0","CNY",,,"","","","",,,
"qj164619391491513545","2022-03-02 12:05","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164619390772018169","2022-03-02 12:05","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164612940135518047","2022-03-01 18:10","生活","支出","24.92","CNY",,,"","","","",,,
"qj164612653374410014","2022-03-01 17:22","三餐","支出","13.97","CNY",,,"","","","",,,
"qj164610600906219613","2022-03-01 11:40","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164610599532019117","2022-03-01 11:39","三餐","支出","12.0","CNY",,,"","","","",,,
"qj164604408676716125","2022-02-28 18:28","三餐","支出","19.5","CNY",,,"","","","",,,
"qj164602271456712630","2022-02-28 12:31","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164601989441017169","2022-02-28 11:44","三餐","支出","12.0","CNY",,,"","","","",,,
"qj164598363020219050","2022-02-28 01:40","运动","支出","0.8","CNY",,,"水壶架","","","",,,
"qj164593742926314903","2022-02-27 12:50","三餐","支出","5.0","CNY",,,"","","","",,,
"qj164584678100019026","2022-02-26 11:39","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164579808543616921","2022-02-25 22:08","果坚奶","支出","7.1","CNY",,,"","","","",,,
"qj164579613530012727","2022-02-25 21:35","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164579594333016894","2022-02-25 21:32","主业","收入","1500.0","CNY",,,"分红","","","",,,
"qj164576083664513423","2022-02-25 11:47","三餐","支出","23.0","CNY",,,"","","","",,,
"qj164575700968414352","2022-02-25 10:43","水电","支出","50.0","CNY",,,"","","","",,,
"qj164575700403313679","2022-02-25 10:43","房租","支出","850.0","CNY",,,"","","","",,,
"qj164569604627115716","2022-02-24 17:47","三餐","支出","20.0","CNY",,,"","","","",,,
"qj164567531755318313","2022-02-24 12:01","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164567368351017824","2022-02-24 11:34","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164561062619614328","2022-02-23 18:03","三餐","支出","22.5","CNY",,,"","","","",,,
"qj164558963909012368","2022-02-23 12:13","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164558727186013156","2022-02-23 11:34","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164552577412218155","2022-02-22 18:29","三餐","支出","17.29","CNY",,,"","","","",,,
"qj164550235865213632","2022-02-22 11:59","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164550109183219421","2022-02-22 11:38","三餐","支出","11.0","CNY",,,"","","","",,,
"qj164541716050915478","2022-02-21 12:19","三餐","支出","21.0","CNY",,,"","","","",,,
"qj164535986622918189","2022-02-20 20:24","三餐","支出","3.0","CNY",,,"","","","",,,
"qj164535943248214058","2022-02-20 20:17","三餐","支出","6.0","CNY",,,"","","","",,,
"qj164533545781314901","2022-02-20 13:37","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164524346551414587","2022-02-19 12:04","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164524294578412986","2022-02-19 11:55","生活","支出","25.0","CNY",,,"闹钟","","","",,,
"qj164524221965711046","2022-02-19 11:43","果坚奶","支出","9.99","CNY",,,"","","","",,,
"qj164524220875110521","2022-02-19 11:43","零食","支出","8.9","CNY",,,"汤圆","","","",,,
"qj164524220017013200","2022-02-19 11:43","三餐","支出","6.7","CNY",,,"","","","",,,
"qj164524219507919164","2022-02-19 11:43","三餐","支出","1.8","CNY",,,"","","","",,,
"qj164515447242118147","2022-02-18 11:21","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164515446700114041","2022-02-18 11:21","三餐","支出","12.0","CNY",,,"","","","",,,
"qj164514989909817894","2022-02-18 10:04","医疗","支出","6.0","CNY",,,"","","","",,,
"qj164509424657011533","2022-02-17 18:37","三餐","支出","22.0","CNY",,,"","","","",,,
"qj164507060021411696","2022-02-17 12:03","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164506875286916159","2022-02-17 11:32","三餐","支出","13.0","CNY",,,"","","","",,,
"qj164499902556417896","2022-02-16 16:10","生活","支出","4.8","CNY",,,"","","","",,,
"qj164498486215213823","2022-02-16 12:14","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164497856532310675","2022-02-16 10:29","三餐","支出","6.0","CNY",,,"","","","",,,
"qj164489883842713816","2022-02-15 12:20","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164483223044812979","2022-02-14 17:50","三餐","支出","21.66","CNY",,,"","","","",,,
"qj164481086693415256","2022-02-14 11:54","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj164464653918013786","2022-02-12 14:15","三餐","支出","5.6","CNY",,,"","","","",,,
"qj164464653296419108","2022-02-12 14:15","果坚奶","支出","8.1","CNY",,,"","","","",,,
"qj164464652840010392","2022-02-12 14:15","三餐","支出","5.7","CNY",,,"","","","",,,
"qj164464652354119076","2022-02-12 14:15","三餐","支出","2.6","CNY",,,"","","","",,,
"qj164464651786910085","2022-02-12 14:15","三餐","支出","9.6","CNY",,,"","","","",,,
"qj164464651289316430","2022-02-12 14:15","果坚奶","支出","9.99","CNY",,,"","","","",,,
"qj164464650678015150","2022-02-12 14:15","三餐","支出","4.0","CNY",,,"","","","",,,
"qj164464650114111345","2022-02-12 14:15","零食","支出","12.6","CNY",,,"","","","",,,
"qj164464649204116442","2022-02-12 14:14","三餐","支出","10.9","CNY",,,"","","","",,,
"qj164464648390414138","2022-02-12 14:14","三餐","支出","4.4","CNY",,,"","","","",,,
"qj164464280314113433","2022-02-12 13:13","三餐","支出","11.0","CNY",,,"","","","",,,
"qj164455036768714879","2022-02-11 11:32","三餐","支出","11.0","CNY",,,"","","","",,,
"qj164448660687311957","2022-02-10 17:50","主业","收入","7427.17","CNY",,,"","","","",,,
"qj164448644657318728","2022-02-10 17:47","三餐","支出","17.98","CNY",,,"","","","",,,
"qj164446497502116871","2022-02-10 11:49","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164446404697418722","2022-02-10 11:34","医疗","支出","12.0","CNY",,,"","","","",,,
"qj164438226610616256","2022-02-09 12:51","医疗","支出","35.0","CNY",,,"核酸","","","",,,
"qj164437978141212986","2022-02-09 12:09","三餐","支出","22.0","CNY",,,"","","","",,,
"qj164433632774717379","2022-02-09 00:05","果坚奶","支出","10.3","CNY",,,"","","","",,,
"qj164431500014112944","2022-02-08 18:10","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164429339568610822","2022-02-08 12:09","三餐","支出","21.0","CNY",,,"","","","",,,
"qj164429298790911257","2022-02-08 12:03","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164424542386911849","2022-02-07 22:50","其它","收入","165.11","CNY",,,"顾哥","","","",,,
"qj164422822637918646","2022-02-07 18:03","三餐","支出","18.7","CNY",,,"","","","",,,
"qj164420625319115526","2022-02-07 11:57","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164415927190414973","2022-02-06 22:54","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj164412925826614236","2022-02-06 14:33","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164397217540518708","2022-02-04 18:56","三餐","支出","35.0","CNY",,,"","","","",,,
"qj164364575760913614","2022-02-01 00:15","其它","收入","88.88","CNY",,,"树的新年红包","","","",,,
"qj164364531440516594","2022-02-01 00:08","树","支出","100.0","CNY",,,"tree红包","","","",,,
"qj164364507481110492","2022-02-01 00:04","家人","支出","100.0","CNY",,,"红包","","","",,,
"qj164364490324115528","2022-02-01 00:01","其它","收入","200.0","CNY",,,"顾哥","","","",,,
"qj164351764537117647","2022-01-30 12:40","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164349428260014736","2022-01-30 06:11","短途交通","支出","5.8","CNY",,,"","","","",,,
"qj164345540297418916","2022-01-29 19:23","三餐","支出","5.0","CNY",,,"","","","",,,
"qj164342835615313748","2022-01-29 11:52","三餐","支出","21.17","CNY",,,"","","","",,,
"qj164342650812816418","2022-01-29 11:21","医疗","支出","8.0","CNY",,,"核酸","","","",,,
"qj164342649594411173","2022-01-29 11:21","短途交通","支出","7.0","CNY",,,"","","","",,,
"qj164336842699419689","2022-01-28 19:13","三餐","支出","13.98","CNY",,,"","","","",,,
"qj164334328858515224","2022-01-28 12:14","三餐","支出","8.28","CNY",,,"","","","",,,
"qj164333996200514322","2022-01-28 11:19","短途交通","支出","7.0","CNY",,,"","","","",,,
"qj164328454564712784","2022-01-27 19:55","三餐","支出","16.0","CNY",,,"","","","",,,
"qj164325797949314908","2022-01-27 12:32","短途交通","支出","7.0","CNY",,,"","","","",,,
"qj164325796590915497","2022-01-27 12:32","三餐","支出","17.38","CNY",,,"","","","",,,
"qj164321844412514173","2022-01-27 01:33","生活","支出","6.0","CNY",,,"小米云服务","","","",,,
"qj164319463548016512","2022-01-26 18:57","三餐","支出","17.48","CNY",,,"","","","",,,
"qj164317107216910736","2022-01-26 12:24","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164317106899119449","2022-01-26 12:24","三餐","支出","19.8","CNY",,,"","","","",,,
"qj164312425211311756","2022-01-25 23:24","三餐","支出","14.8","CNY",,,"","","","",,,
"qj164308646123914511","2022-01-25 12:54","水电","支出","70.0","CNY",,,"","","","",,,
"qj164308645299617804","2022-01-25 12:54","房租","支出","850.0","CNY",,,"","","","",,,
"qj164308298806910367","2022-01-25 11:56","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164308203742919256","2022-01-25 11:40","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164304196821213046","2022-01-25 00:32","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164302095122016304","2022-01-24 18:42","三餐","支出","15.98","CNY",,,"","","","",,,
"qj164299697089910664","2022-01-24 12:02","三餐","支出","13.0","CNY",,,"","","","",,,
"qj164295046676919293","2022-01-23 23:07","果坚奶","支出","8.0","CNY",,,"","","","",,,
"qj164295001999215087","2022-01-23 23:00","三餐","支出","8.0","CNY",,,"","","","",,,
"qj164292172038719164","2022-01-23 15:08","三餐","支出","12.5","CNY",,,"","","","",,,
"qj164282854029610339","2022-01-22 13:15","三餐","支出","12.0","CNY",,,"","","","",,,
"qj164275781398912855","2022-01-21 17:36","三餐","支出","12.98","CNY",,,"","","","",,,
"qj164273595353018382","2022-01-21 11:32","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164273594716711981","2022-01-21 11:32","三餐","支出","13.0","CNY",,,"","","","",,,
"qj164267496828613948","2022-01-20 18:36","三餐","支出","21.0","CNY",,,"","","","",,,
"qj164267495386313051","2022-01-20 18:35","三餐","支出","15.8","CNY",,,"","","","",,,
"qj164264389382619757","2022-01-20 09:58","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj164258789053811698","2022-01-19 18:24","三餐","支出","17.5","CNY",,,"","","","",,,
"qj164256318093811514","2022-01-19 11:33","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164256278591516824","2022-01-19 11:26","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164249651471017248","2022-01-18 17:01","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164249650873616186","2022-01-18 17:01","三餐","支出","13.8","CNY",,,"","","","",,,
"qj164247757744512911","2022-01-18 11:46","三餐","支出","13.0","CNY",,,"","","","",,,
"qj164241458562311465","2022-01-17 18:16","三餐","支出","14.98","CNY",,,"","","","",,,
"qj164240982975016861","2022-01-17 16:57","生活","支出","4.8","CNY",,,"淘宝会员","","","",,,
"qj164239228829013693","2022-01-17 12:04","三餐","支出","25.0","CNY",,,"","","","",,,
"qj164234287468414447","2022-01-16 22:21","生活","支出","16.8","CNY",,,"","","","",,,
"qj164232794925114413","2022-01-16 18:12","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164229139258914609","2022-01-16 08:03","长途交通","支出","130.0","CNY",,,"","","","",,,
"qj164218720090711487","2022-01-15 03:06","其它","收入","338.92","CNY",,,"顾哥的红包","","","",,,
"qj164217046182314167","2022-01-14 22:27","短途交通","支出","3.0","CNY",,,"","","","",,,
"qj164213270014817221","2022-01-14 11:58","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164213080515512432","2022-01-14 11:26","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164206743967419729","2022-01-13 17:50","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164206743452811653","2022-01-13 17:50","三餐","支出","14.98","CNY",,,"","","","",,,
"qj164204417173515525","2022-01-13 11:22","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164198149405814507","2022-01-12 17:58","三餐","支出","16.8","CNY",,,"","","","",,,
"qj164196106912913429","2022-01-12 12:17","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164195919597716050","2022-01-12 11:46","三餐","支出","13.0","CNY",,,"","","","",,,
"qj164189423980217433","2022-01-11 17:43","三餐","支出","17.36","CNY",,,"","","","",,,
"qj164187353112516699","2022-01-11 11:58","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164187207705417094","2022-01-11 11:34","三餐","支出","23.0","CNY",,,"","","","",,,
"qj164182881812413568","2022-01-10 23:33","主业","收入","50000.0","CNY",,,"年终","","","",,,
"qj164182879044716267","2022-01-10 23:33","主业","收入","7427.18","CNY",,,"","","","",,,
"qj164181430527417890","2022-01-10 19:31","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164178933934715238","2022-01-10 12:35","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164178698572918143","2022-01-10 11:56","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164172624844518071","2022-01-09 19:04","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164164463319913005","2022-01-08 20:23","三餐","支出","7.0","CNY",,,"","","","",,,
"qj164162132624117643","2022-01-08 13:55","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164154598168415393","2022-01-07 16:59","三餐","支出","13.4","CNY",,,"","","","",,,
"qj164152914228215012","2022-01-07 12:19","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164152646822315888","2022-01-07 11:34","三餐","支出","2.0","CNY",,,"","","","",,,
"qj164146395722616537","2022-01-06 18:12","三餐","支出","16.8","CNY",,,"","","","",,,
"qj164143948598117002","2022-01-06 11:24","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164137735128817004","2022-01-05 18:09","三餐","支出","15.22","CNY",,,"","","","",,,
"qj164135189078915755","2022-01-05 11:04","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164130789462819109","2022-01-04 22:51","生活","支出","24.7","CNY",,,"","","","",,,
"qj164130772147111834","2022-01-04 22:48","生活","支出","30.0","CNY",,,"vpn","","","",,,
"qj164128947404712048","2022-01-04 17:44","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164126955310011736","2022-01-04 12:12","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164103566367114168","2022-01-01 19:14","副业","收入","25.0","CNY",,,"steam套现","","","",,,
"qj164101548693712016","2022-01-01 13:38","果坚奶","支出","8.2","CNY",,,"","","","",,,
"qj164101547254711414","2022-01-01 13:37","三餐","支出","7.7","CNY",,,"","","","",,,
"qj164101076339214763","2022-01-01 12:19","三餐","支出","18.0","CNY",,,"","","","",,,
"qj164099863571517818","2022-01-01 08:57","三餐","支出","6.0","CNY",,,"","","","",,,
"qj164099029613815733","2022-01-01 06:37","其它","收入","42.53","CNY",,,"顾哥元旦红包","","","",,,
"qj164095007640511709","2021-12-31 19:27","树","支出","20.0","CNY",,,"元旦红包","","","",,,
"qj164095004083413982","2021-12-31 19:27","其它","收入","85.39","CNY",,,"顾哥元旦发的","","","",,,
"qj164094380642615248","2021-12-31 17:43","三餐","支出","16.99","CNY",,,"","","","",,,
"qj164092140320115860","2021-12-31 11:30","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164092032882113271","2021-12-31 11:12","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164087572683014361","2021-12-30 22:48","三餐","支出","15.88","CNY",,,"","","","",,,
"qj164087564001413306","2021-12-30 22:47","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164087563458315243","2021-12-30 22:47","三餐","支出","12.0","CNY",,,"","","","",,,
"qj164074494857017327","2021-12-29 10:29","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164074391054611534","2021-12-29 10:11","三餐","支出","7.5","CNY",,,"","","","",,,
"qj164068554838114396","2021-12-28 17:59","三餐","支出","14.1","CNY",,,"","","","",,,
"qj164066259298219787","2021-12-28 11:36","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164066258858817472","2021-12-28 11:36","三餐","支出","14.0","CNY",,,"","","","",,,
"qj164066060708813185","2021-12-28 11:03","生活","支出","0.25","CNY",,,"","","","",,,
"qj164061926779418564","2021-12-27 23:34","学习","支出","1142.0","CNY",,,"reits基金","","","",,,
"qj164060003507714005","2021-12-27 18:13","三餐","支出","13.8","CNY",,,"","","","",,,
"qj164057872192715809","2021-12-27 12:18","三餐","支出","20.0","CNY",,,"","","","",,,
"qj164057303205211836","2021-12-27 10:43","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj164041195029919272","2021-12-25 13:59","三餐","支出","8.5","CNY",,,"","","","",,,
"qj164041194134711885","2021-12-25 13:59","果坚奶","支出","13.4","CNY",,,"","","","",,,
"qj164041193575614468","2021-12-25 13:58","果坚奶","支出","16.5","CNY",,,"","","","",,,
"qj164041192674015943","2021-12-25 13:58","三餐","支出","3.8","CNY",,,"","","","",,,
"qj164041191937719498","2021-12-25 13:58","零食","支出","8.0","CNY",,,"","","","",,,
"qj164040896471619001","2021-12-25 13:09","房租","支出","850.0","CNY",,,"","","","",,,
"qj164040895789212365","2021-12-25 13:09","水电","支出","70.0","CNY",,,"","","","",,,
"qj164040860757016380","2021-12-25 13:03","三餐","支出","16.0","CNY",,,"","","","",,,
"qj164036504414411610","2021-12-25 00:57","其它","收入","24.78","CNY",,,"🎄圣诞，顾哥发的","","","",,,
"qj164031768963911320","2021-12-24 11:48","三餐","支出","20.0","CNY",,,"","","","",,,
"qj164030814126416844","2021-12-24 09:09","三餐","支出","7.5","CNY",,,"","","","",,,
"qj164030774056511008","2021-12-24 09:02","三餐","支出","2.0","CNY",,,"","","","",,,
"qj164025240829410571","2021-12-23 17:40","三餐","支出","11.9","CNY",,,"","","","",,,
"qj164023047565116462","2021-12-23 11:34","三餐","支出","19.0","CNY",,,"","","","",,,
"qj164022927369915578","2021-12-23 11:14","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164016517135911933","2021-12-22 17:26","三餐","支出","14.8","CNY",,,"","","","",,,
"qj164007785853616859","2021-12-21 17:10","三餐","支出","15.82","CNY",,,"","","","",,,
"qj164005879690010346","2021-12-21 11:53","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj164005748257418814","2021-12-21 11:31","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163997134736910450","2021-12-20 11:35","三餐","支出","20.0","CNY",,,"","","","",,,
"qj163996812543913594","2021-12-20 10:42","短途交通","支出","5.6","CNY",,,"","","","",,,
"qj163996784624713807","2021-12-20 10:37","三餐","支出","7.5","CNY",,,"","","","",,,
"qj163990291773715664","2021-12-19 16:35","生活","支出","0.9","CNY",,,"纽扣电池","","","",,,
"qj163989420353411853","2021-12-19 14:09","三餐","支出","15.0","CNY",,,"","","","",,,
"qj163982588829012893","2021-12-18 19:11","生活","支出","4.8","CNY",,,"淘宝会员","","","",,,
"qj163980128868412923","2021-12-18 12:21","三餐","支出","21.3","CNY",,,"","","","",,,
"qj163980072607317629","2021-12-18 12:12","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163973816016317962","2021-12-17 18:49","三餐","支出","7.5","CNY",,,"","","","",,,
"qj163971501245411545","2021-12-17 12:23","短途交通","支出","5.6","CNY",,,"","","","",,,
"qj163971282430219000","2021-12-17 11:47","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163971004829319780","2021-12-17 10:59","社交","支出","24.19","CNY",,,"股市赚到钱给朋友家人发红包","","","",,,
"qj163966907938317283","2021-12-16 23:37","短途交通","支出","5.6","CNY",,,"","","","",,,
"qj163964614409319413","2021-12-16 17:15","三餐","支出","17.8","CNY",,,"","","","",,,
"qj163956286055216295","2021-12-15 18:07","三餐","支出","16.79","CNY",,,"","","","",,,
"qj163954811965110560","2021-12-15 14:01","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163953996657619838","2021-12-15 11:46","短途交通","支出","6.6","CNY",,,"","","","",,,
"qj163949671195813610","2021-12-14 23:45","短途交通","支出","2.8","CNY",,,"","","","",,,
"qj163947527520112853","2021-12-14 17:47","三餐","支出","14.86","CNY",,,"","","","",,,
"qj163947501869113210","2021-12-14 17:43","三餐","支出","8.58","CNY",,,"","","","",,,
"qj163945447918814766","2021-12-14 12:01","短途交通","支出","2.8","CNY",,,"","","","",,,
"qj163945195127213996","2021-12-14 11:19","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163944926660214566","2021-12-14 10:34","短途交通","支出","1.5","CNY",,,"","","","",,,
"qj163939056156213438","2021-12-13 18:16","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163936640298513349","2021-12-13 11:33","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163936640010515177","2021-12-13 11:33","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163922284948617693","2021-12-11 19:40","零食","支出","8.9","CNY",,,"","","","",,,
"qj163922284184419671","2021-12-11 19:40","三餐","支出","5.7","CNY",,,"","","","",,,
"qj163922283465013489","2021-12-11 19:40","果坚奶","支出","4.4","CNY",,,"","","","",,,
"qj163922282519419854","2021-12-11 19:40","三餐","支出","4.4","CNY",,,"","","","",,,
"qj163922282059616272","2021-12-11 19:40","三餐","支出","8.9","CNY",,,"","","","",,,
"qj163920158793719930","2021-12-11 13:46","三餐","支出","16.0","CNY",,,"","","","",,,
"qj163914964457514646","2021-12-10 23:20","主业","收入","7427.17","CNY",,,"","","","",,,
"qj163910488190417570","2021-12-10 10:54","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163910380424813757","2021-12-10 10:36","三餐","支出","8.5","CNY",,,"","","","",,,
"qj163902178213314499","2021-12-09 11:49","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163901583513817877","2021-12-09 10:10","三餐","支出","7.5","CNY",,,"","","","",,,
"qj163893537958910513","2021-12-08 11:49","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163885014708213447","2021-12-07 12:09","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163884002684013335","2021-12-07 09:20","三餐","支出","8.0","CNY",,,"","","","",,,
"qj163876448299811649","2021-12-06 12:21","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163869941595712883","2021-12-05 18:16","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163868047970619208","2021-12-05 13:01","医疗","支出","28.0","CNY",,,"酮康唑发用洗剂","","","",,,
"qj163867977116017710","2021-12-05 12:49","三餐","支出","12.82","CNY",,,"","","","",,,
"qj163858914249013186","2021-12-04 11:39","短途交通","支出","19.9","CNY",,,"","","","",,,
"qj163858608473511607","2021-12-04 10:48","三餐","支出","16.0","CNY",,,"","","","",,,
"qj163844061007318068","2021-12-02 18:23","三餐","支出","55.0","CNY",,,"","","","",,,
"qj163841412849814750","2021-12-02 11:02","三餐","支出","11.0","CNY",,,"","","","",,,
"qj163833687226515580","2021-12-01 13:34","生活","支出","10.0","CNY",,,"vpn","","","",,,
"qj163832045719610580","2021-12-01 09:00","其它","收入","10.0","CNY",,,"信用卡还款红包","","","",,,
"qj163826958641411178","2021-11-30 18:53","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163824429368018299","2021-11-30 11:51","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163823593921612645","2021-11-30 09:32","三餐","支出","2.0","CNY",,,"","","","",,,
"qj163823550588319904","2021-11-30 09:25","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163823509797417779","2021-11-30 09:18","三餐","支出","25.6","CNY",,,"","","","",,,
"qj163823507219111980","2021-11-30 09:17","果坚奶","支出","7.0","CNY",,,"","","","",,,
"qj163823506445711676","2021-11-30 09:17","果坚奶","支出","6.5","CNY",,,"","","","",,,
"qj163818125646516649","2021-11-29 18:20","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163815821889816634","2021-11-29 11:56","三餐","支出","27.0","CNY",,,"","","","",,,
"qj163815319861510680","2021-11-29 10:33","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163809150152617078","2021-11-28 17:25","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163807612905712476","2021-11-28 13:08","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163806962018615655","2021-11-28 11:20","三餐","支出","4.0","CNY",,,"","","","",,,
"qj163800483651113725","2021-11-27 17:20","学习","支出","40.8","CNY",,,"域名续费","","","",,,
"qj163800446074717677","2021-11-27 17:14","学习","支出","540.0","CNY",,,"云服务器1核2G，3年","","","",,,
"qj163798647343510306","2021-11-27 12:14","三餐","支出","5.2","CNY",,,"","","","",,,
"qj163798629614418466","2021-11-27 12:11","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163789061267519890","2021-11-26 09:36","三餐","支出","5.0","CNY",,,"","","","",,,
"qj163781006855313530","2021-11-25 11:14","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj163780347778316913","2021-11-25 09:24","水电","支出","70.0","CNY",,,"","","","",,,
"qj163780347342718933","2021-11-25 09:24","房租","支出","850.0","CNY",,,"","","","",,,
"qj163772426078118954","2021-11-24 11:24","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj163755233432213237","2021-11-22 11:38","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163755017627514791","2021-11-22 11:02","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163749365397512231","2021-11-21 19:20","三餐","支出","13.5","CNY",,,"","","","",,,
"qj163749363973114565","2021-11-21 19:20","果坚奶","支出","4.5","CNY",,,"","","","",,,
"qj163749363135614698","2021-11-21 19:20","三餐","支出","13.6","CNY",,,"","","","",,,
"qj163749362503717037","2021-11-21 19:20","三餐","支出","4.0","CNY",,,"","","","",,,
"qj163749362025215801","2021-11-21 19:20","零食","支出","9.9","CNY",,,"","","","",,,
"qj163749361439014973","2021-11-21 19:20","果坚奶","支出","10.5","CNY",,,"","","","",,,
"qj163749360846112060","2021-11-21 19:20","三餐","支出","9.6","CNY",,,"","","","",,,
"qj163738587644613363","2021-11-20 13:24","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163738470223115963","2021-11-20 13:04","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163725439105613809","2021-11-19 00:53","生活","支出","4.8","CNY",,,"","","","",,,
"qj163720726424615583","2021-11-18 11:47","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163711783232217521","2021-11-17 10:57","三餐","支出","23.0","CNY",,,"","","","",,,
"qj163703227346518247","2021-11-16 11:11","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163703149544517433","2021-11-16 10:58","三餐","支出","6.6","CNY",,,"","","","",,,
